case_dt,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baselin,transit_stations_percent_change_from_baseline,Workplaces_percent_change_from_baseline,Residential_percent_change_from_baseline,Report_dt
2021/02/11,-20.17623,-8.571336,-28.364222,-21.953575,-25.971243,11.177201,95265
2021/02/12,-18.432268,-6.9601717,-27.475151,-20.787683,-24.408014,11.363161,82248
2021/02/13,-17.91006,-0.9581882,-29.59537,-22.2505,-12.76476,7.1813645,62207
2021/02/14,-18.907093,-6.287044,-30.832363,-27.371807,-18.451056,6.705128,54089
2021/02/15,-32.75227,-20.155275,-33.293365,-34.393738,-46.867176,16.989468,84110
2021/02/16,-30.58113,-16.542,-26.266666,-32.392284,-40.626774,15.855747,71491
2021/02/17,-21.25886,-6.300263,-22.331099,-27.53265,-32.061504,12.114495,66776
2021/02/18,-28.185898,-16.359426,-32.493687,-30.774193,-34.42309,14.823529,60959
2021/02/19,-20.796919,-12.304587,-26.404646,-25.49771,-26.605839,12.211505,63840
2021/02/20,-13.360813,-5.2566066,-2.5393794,-16.033606,-6.991232,5.2487683,49498
2021/02/21,-12.687342,-7.0390015,-6.315,-15.23548,-10.234459,4.5960326,46498
2021/02/22,-14.385565,-8.116036,-17.539597,-17.967276,-19.660967,8.11036,79480
2021/02/23,-8.749847,-3.0424006,2.2151334,-14.366279,-19.317213,6.9572935,73562
2021/02/24,-6.250911,-2.50527,7.0592594,-12.674286,-18.896215,6.6679535,68585
2021/02/25,-8.469508,-3.5602095,-2.1977077,-13.035849,-19.008648,7.026578,67122
2021/02/26,-10.745435,-7.221948,-8.594905,-13.62465,-18.062294,7.6989126,73844
2021/02/27,-6.9351015,-2.8706958,8.063512,-10.02359,-6.8373384,3.682114,46343
2021/02/28,-7.3214965,-5.061033,0.15850516,-9.226782,-10.701026,3.6672645,42123
2021/03/01,-8.014233,-3.3625655,-11.879334,-13.307841,-18.452364,6.875,63646
2021/03/02,-7.161998,-2.1653645,-3.615942,-13.061955,-19.26272,6.9805984,67799
2021/03/03,-1.2382119,2.6791093,14.923897,-10.683301,-18.9323,5.9367437,60844
2021/03/04,-5.181818,-0.1983095,5.2995596,-10.830171,-19.052746,6.375483,57000
2021/03/05,-8.07305,-4.197667,-0.33509234,-10.913289,-18.336872,6.901024,64186
2021/03/06,-4.129693,-0.32797202,20.650919,-6.430341,-8.219501,3.037217,65971
2021/03/07,-1.700702,-0.41758242,26.831242,-5.4994607,-10.53631,2.667558,43037
2021/03/08,-6.5482674,-2.2816994,12.296241,-12.244186,-19.046648,6.161633,64346
2021/03/09,-4.7078514,-0.30633572,25.585714,-11.195907,-19.988104,6.19558,58643
2021/03/10,-3.4096165,0.43672132,19.876175,-9.448508,-19.708574,6.2517905,59373
2021/03/11,-4.6083875,-0.3196881,21.456621,-8.346629,-19.803745,6.4014397,53738
2021/03/12,-5.799667,-3.0067692,17.960838,-7.150854,-19.83236,6.6466894,52983
2021/03/13,0.64575016,2.1344123,32.532974,-0.4789916,-8.641901,2.2091713,43732
2021/03/14,0.37210798,-1.0047133,15.700809,-2.416122,-12.1727495,2.8065953,41719
2021/03/15,-3.25919,-1.8002611,-1.2528902,-10.322549,-22.207834,7.035373,61990
2021/03/16,0.15379901,1.9119374,5.9101796,-8.906954,-21.50414,6.627907,60897
2021/03/17,8.324876,4.9553514,8.731277,-6.184287,-21.082733,5.7578425,59035
2021/03/18,2.2376413,0.43591413,-4.419858,-5.942252,-21.817495,6.9567146,57411
2021/03/19,0.5221289,-1.299505,11.254794,-2.829686,-20.845367,5.8113637,55706
2021/03/20,5.2922635,3.062942,40.614628,5.6533194,-8.1131115,1.080064,49005
2021/03/21,9.494778,3.4628165,47.849777,7.03,-9.986726,1.2051057,43763
2021/03/22,2.362898,0.96862745,25.685358,-5.806673,-19.283583,5.2252502,72802
2021/03/23,1.8361963,1.0514994,22.058453,-7.4656863,-20.06996,5.881572,67282
2021/03/24,2.8865726,1.836173,10.763278,-6.9346156,-20.07562,5.768172,67163
2021/03/25,-0.58837485,-0.043705154,12.792035,-6.037002,-20.560202,6.435726,70924
2021/03/26,-1.1430168,-1.8123839,22.273493,-2.4446583,-19.707495,5.5287423,62912
2021/03/27,2.4936998,1.9646143,48.570026,5.15678,-8.351314,1.2688603,51653
2021/03/28,3.555197,0.33070865,8.93218,3.1281767,-11.267351,2.4284444,46760
2021/03/29,3.121799,2.527796,27.51875,-4.6178217,-19.320335,5.038419,75323
2021/03/30,4.5147057,4.648366,38.254097,-4.553589,-20.02814,5.183269,66874
2021/03/31,4.882894,4.5495734,12.581571,-3.9797688,-20.721542,5.8560395,71943
2021/04/01,8.723124,9.898951,17.208145,-0.19052224,-21.295603,5.0854936,64850
2021/04/02,5.315641,9.055521,24.16643,-0.8727273,-33.798054,7.9579735,58393
2021/04/03,5.0462427,18.082912,49.263386,2.2067156,-13.3060665,1.1216,48542
2021/04/04,-21.157097,-7.07188,53.36707,0.6389497,-20.676908,0.4658494,44094
2021/04/05,7.2962265,5.355134,42.98336,-0.23852295,-24.83027,5.1342616,78093
2021/04/06,6.5695815,6.1699347,50.396194,-2.9247525,-21.149405,4.652533,72281
2021/04/07,8.52963,6.929041,42.834427,-2.2015505,-21.087334,4.5463524,71439
2021/04/08,5.494889,5.2003927,38.285713,-1.5938104,-20.38478,4.939746,66632
2021/04/09,0.2673378,-0.30246913,29.555882,-1.6051873,-19.95786,5.1188173,63361
2021/04/10,2.92,2.207627,44.96819,3.8025343,-9.654822,1.4847512,53085
2021/04/11,6.994761,2.9936204,37.89244,6.8101544,-11.580566,1.4756422,47910
2021/04/12,2.2395246,3.3152387,24.049923,-4.429842,-17.65462,4.5864744,78918
2021/04/13,3.0513446,4.4827137,37.09453,-5.820866,-18.538767,4.783784,69753
2021/04/14,3.4168704,3.8275409,26.881063,-5.079227,-19.073513,5.1016483,63611
2021/04/15,1.4628639,3.3137639,20.313572,-4.412835,-18.364357,5.1205945,58355
2021/04/16,-2.2158394,-1.601737,18.982533,-3.6163342,-18.478914,5.3823028,58189
2021/04/17,1.9948484,2.6438646,51.806404,1.565678,-9.802862,1.3522818,47417
2021/04/18,6.9668617,4.3017516,60.93553,5.8243093,-11.164384,1.072871,40949
2021/04/19,1.2608967,3.6374345,29.59711,-4.249753,-17.753284,4.8515844,81210
2021/04/20,1.7989031,5.046375,35.57285,-5.128079,-18.364948,5.1719956,61511
2021/04/21,1.096518,3.851706,19.788162,-5.0077443,-18.815628,5.5553727,56737
2021/04/22,0.72113675,3.9491856,30.590477,-3.1522157,-18.036476,4.9834986,51853
2021/04/23,-2.183889,0.07967881,32.227,-2.269341,-18.005497,4.9699717,51948
2021/04/24,-0.29197496,1.2696948,45.779755,-0.07748691,-10.096864,1.9870864,41067
2021/04/25,5.1581,3.918725,43.693214,5.211283,-10.99118,1.352423,37177
2021/04/26,1.4890419,4.155003,41.203915,-3.0088758,-17.248812,4.3567867,56167
2021/04/27,2.9026763,5.54123,52.181976,-3.4881656,-17.833935,4.3225274,59912
2021/04/28,3.387255,5.3050623,41.569305,-3.2720232,-18.388027,4.730959,53139
2021/04/29,2.2181387,5.0757675,30.939102,-2.2923076,-18.276634,4.9254556,46373
2021/04/30,2.3575041,4.687617,37.638298,0.5182342,-17.740564,3.8736606,44384
2021/05/01,5.5432525,8.360515,75.74404,6.607906,-9.5976,-0.28548643,35014
2021/05/02,8.211147,7.4642572,67.42391,8.883463,-10.91266,0.41754386,31317
2021/05/03,3.552005,8.013081,21.612309,-3.6223984,-17.559328,4.742348,44935
2021/05/04,3.6109755,8.003919,30.41224,-5.4548135,-18.135233,4.9822717,41075
2021/05/05,6.78488,9.878868,33.369205,-3.4966118,-18.10722,3.9847496,40828
2021/05/06,4.698271,8.918194,47.898163,-1.5559845,-17.898954,3.712246,55699
2021/05/07,2.335578,6.654636,42.14504,-0.6919386,-17.480747,3.5073364,47007
2021/05/08,8.557736,17.313852,64.054214,5.6021166,-9.494237,-0.5517516,36014
2021/05/09,10.722986,14.391585,39.32902,6.067853,-11.937653,-0.6143106,45282
2021/05/10,1.318551,7.3099146,32.7104,-2.5308151,-17.973742,4.4307947,53996
2021/05/11,2.2980535,10.9447,39.446518,-1.8359684,-18.07948,4.569061,34090
2021/05/12,3.8458714,10.388669,41.880398,0.15189873,-18.815657,4.525796,41511
2021/05/13,5.2534204,9.608924,61.61005,1.165692,-18.478527,3.7394173,54547
2021/05/14,2.5960784,6.260112,58.974194,3.5368216,-18.42192,3.3112993,32078
2021/05/15,4.808815,9.241206,90.541405,9.869518,-10.644044,-0.4702617,23034
2021/05/16,8.113355,8.1251,64.4139,12.591471,-10.76825,0.33567047,19967
2021/05/17,4.19875,8.2866535,43.219063,0.35264736,-17.198175,4.256111,28732
2021/05/18,5.0073395,9.732284,50.526043,-0.9092722,-17.67714,4.3949256,35927
2021/05/19,6.7708845,10.416777,55.36627,-0.3502439,-17.993153,4.090312,26880
2021/05/20,6.693087,10.60918,54.975986,0.73106796,-17.955957,3.7059472,22840
2021/05/21,2.9887893,7.308411,54.34928,2.0597878,-17.904064,3.4486456,20573
2021/05/22,3.8203661,9.630295,81.61306,6.8478026,-9.058796,-0.43630573,16333
2021/05/23,8.484252,9.163724,70.56378,9.525252,-10.545676,0.011343804,14005
2021/05/24,5.1460676,8.687459,44.161617,-0.47447446,-18.661337,3.9889197,23261
2021/05/25,7.1315303,10.812746,55.78445,-0.8315055,-19.076368,3.9064906,19161
2021/05/26,9.43931,11.791942,55.50173,1.9472141,-19.600504,3.7491803,19271
2021/05/27,10.251196,13.416448,54.974403,5.9783463,-19.99352,3.7253172,23139
2021/05/28,7.0947547,12.091364,44.394653,10.86995,-22.962154,4.572722,15823
2021/05/29,5.7890806,13.615329,64.44479,11.157667,-16.458372,0.32852563,10962
2021/05/30,12.176898,12.935928,70.81557,6.492786,-18.541069,-0.83870965,9701
2021/05/31,2.9433606,7.642458,92.99048,-1.7595574,-67.73665,13.748703,10943
2021/06/01,10.615242,16.011873,62.84991,2.8461537,-21.559267,4.1563015,19115
2021/06/02,9.554528,12.937954,58.32174,2.3751225,-21.310122,4.590335,20308
2021/06/03,10.807647,14.757735,49.977703,3.523996,-21.157385,4.4090657,15044
2021/06/04,5.8351154,9.85875,62.3005,6.6601944,-20.515152,3.67476,14425
2021/06/05,5.908776,12.46287,88.019936,13.97937,-8.965756,-0.97220016,11760
2021/06/06,10.850295,11.158743,79.18567,15.027058,-13.090338,-0.36649215,9216
2021/06/07,8.7335005,11.272607,50.006863,2.8273091,-21.561842,4.592157,14286
2021/06/08,9.257371,12.248353,55.29505,1.2017982,-21.653736,4.811216,14213
2021/06/09,10.700308,13.009247,60.761482,2.9565647,-22.109476,4.3421197,16883
2021/06/10,10.281026,13.290514,64.48677,5.6104026,-22.24569,4.2051992,13907
2021/06/11,4.5223966,8.715717,56.28846,7.6809754,-22.965805,4.415533,13749
2021/06/12,5.362069,11.518813,89.48106,16.136612,-10.319521,-1.0395883,9861
2021/06/13,11.210283,11.943594,83.9406,18.9375,-13.430367,-0.85278744,8777
2021/06/14,9.643577,12.181398,56.090435,5.853683,-22.69754,4.057778,21437
2021/06/15,11.095502,13.996706,68.23757,3.811,-22.38114,4.0762854,15813
2021/06/16,12.70086,14.366711,74.93084,5.715706,-23.088625,3.3191023,15896
2021/06/17,11.695574,13.936016,78.33579,8.057312,-23.634146,3.4384317,13856
2021/06/18,6.2824125,10.272841,72.04,10.387255,-25.784342,4.017007,16991
2021/06/19,6.076037,14.050836,83.88119,16.025026,-12.1837015,-1.0166799,12092
2021/06/20,11.363995,13.568532,72.90333,17.409245,-15.710111,-1.6498697,10152
2021/06/21,6.6088862,7.5615535,52.888306,5.5878787,-24.137482,4.9042015,24493
2021/06/22,8.411945,9.530263,55.44365,3.2865732,-23.549408,4.8526316,17996
2021/06/23,10.920468,11.420146,75.3227,6.1112213,-23.372494,3.6952224,16920
2021/06/24,10.07049,10.997365,71.27125,7.983168,-23.68555,3.988385,15752
2021/06/25,5.038074,7.206617,64.40672,10.086359,-24.190615,4.226008,26187
2021/06/26,4.7277427,8.943002,79.67633,18.379086,-9.589815,-0.651237,12371
2021/06/27,10.775443,9.473005,78.795456,21.601143,-12.666828,-0.7637315,11165
2021/06/28,8.836888,9.792763,51.961937,5.1742196,-24.336588,2.313433,25366
2021/06/29,5.940061,7.0820746,51.12807,0.759204,-25.62075,3.9933555,18769
2021/06/30,12.050031,13.282494,56.525482,6.423729,-23.967001,4.2445054,18825
2021/07/01,15.186899,18.201324,55.265736,12.274178,-24.743277,4.1863937,30695
2021/07/02,11.697608,19.441435,60.824707,16.948616,-28.134058,4.476731,32663
2021/07/03,6.7977858,22.318447,86.07588,17.544167,-17.09365,-1.2096902,28057
2021/07/04,1.4714754,15.130363,129.10167,5.35255,-22.79469,-3.1975944,18640
2021/07/05,11.751738,10.540322,87.001854,4.864235,-62.450607,12.478711,32293
2021/07/06,10.993201,15.050725,57.174774,4.7108436,-26.402504,5.4416018,29666
2021/07/07,10.2296295,13.139442,57.35575,5.040594,-26.02938,5.4078584,29930
2021/07/08,9.256104,11.902906,51.62803,6.591757,-25.557589,5.500835,30703
2021/07/09,4.2082634,8.028108,57.53454,9.254616,-24.685474,5.0347576,36159
2021/07/10,4.4914284,10.585488,82.182556,19.153173,-9.738688,-0.49760383,26005
2021/07/11,9.030144,9.193574,64.85648,19.1748,-12.860735,0.23394899,25248
2021/07/12,8.620841,11.045455,48.18089,5.4561934,-23.468908,4.763158,42853
2021/07/13,9.651562,12.400264,60.21043,3.639,-23.46038,4.7586017,79160
2021/07/14,12.234895,13.686795,63.580936,5.428713,-23.276543,4.163636,74740
2021/07/15,14.43619,15.343688,70.05082,9.125737,-23.324247,3.700387,47158
2021/07/16,6.7059484,9.799252,62.988293,10.915852,-23.705647,4.1856494,49749
2021/07/17,6.8146653,11.502886,82.32428,18.769901,-10.098248,-0.5602554,38113
2021/07/18,12.786139,11.415994,79.73802,22.02299,-12.860039,-0.5660542,38095
2021/07/19,10.203646,12.403833,53.045998,7.2079105,-23.66039,4.67789,73106
2021/07/20,10.656212,13.147758,65.11392,4.4161677,-23.47597,4.648364,72159
2021/07/21,11.893144,13.93887,66.29562,5.864811,-23.246683,4.0627065,70429
2021/07/22,11.737471,14.095647,73.871376,8.455078,-23.386576,3.9501386,66991
2021/07/23,5.781128,10.262039,70.42784,10.729941,-23.935226,4.1837316,69640
2021/07/24,5.4859114,11.520924,88.94634,18.818975,-9.797696,-0.7206704,61424
2021/07/25,10.628138,11.311793,74.12825,21.526257,-12.311079,-0.4488189,57140
2021/07/26,9.212045,12.4715605,55.254295,7.080483,-23.439377,4.6761904,88988
2021/07/27,9.344997,12.563492,59.4219,3.799,-23.332975,4.8763857,97502
2021/07/28,10.903882,14.005976,62.168457,5.1781096,-23.182405,4.448732,95293
2021/07/29,9.818128,13.325627,53.038063,7.0911765,-23.41388,4.7623267,97663
2021/07/30,8.003378,12.598248,63.396694,10.3169775,-23.530762,4.108461,96916
2021/07/31,7.0994825,12.982672,80.54921,18.369802,-9.549147,-0.6176,95683
2021/08/01,11.817403,12.415922,62.770206,21.174112,-12.227977,-0.17292577,82885
2021/08/02,11.055555,14.5284395,57.60764,6.3094034,-23.106121,4.5022397,133140
2021/08/03,13.659443,17.974884,60.59034,4.485601,-23.377825,4.403761,127689
2021/08/04,12.299319,16.245684,60.658928,4.6308455,-23.171572,4.135239,119196
2021/08/05,11.276749,16.050098,62.424297,6.403131,-23.35142,4.1444383,114415
2021/08/06,5.62493,11.198877,63.720467,8.4765625,-23.26358,4.197727,168890
2021/08/07,4.9902635,12.105111,73.840126,14.971708,-10.250691,0.07544141,84095
2021/08/08,11.287311,12.829011,67.678856,18.92622,-12.215258,-0.07443082,90821
2021/08/09,9.065122,14.119236,45.560272,4.329648,-23.111595,4.7162843,139994
2021/08/10,8.945912,14.414361,50.239094,1.777336,-23.054977,4.9562325,141804
2021/08/11,9.188923,14.219642,48.85567,2.396637,-23.253496,4.571586,132288
2021/08/12,9.064727,14.351387,52.604492,5.3541465,-23.38871,4.379291,132903
2021/08/13,5.9208755,11.444167,53.30244,6.875728,-22.860949,4.107771,136139
2021/08/14,6.4673166,12.659927,72.2127,13.584331,-10.387424,-0.13669065,99801
2021/08/15,11.9526005,12.993523,68.88199,17.915062,-12.8845415,-0.049781658,88747
2021/08/16,9.091932,13.508911,39.995,3.289,-23.297611,4.5078387,165629
2021/08/17,8.589902,13.398289,42.35473,0.6573982,-23.539124,4.9122224,156850
2021/08/18,9.173538,13.675944,43.102215,1.7343137,-21.252695,4.429752,143604
2021/08/19,7.7721066,12.573123,44.14735,2.7658536,-21.633154,4.3879933,143384
2021/08/20,3.5880713,9.080695,48.66294,3.9644232,-21.329437,4.137677,143883
2021/08/21,4.318104,11.24371,68.55247,8.990271,-10.250577,0.46024096,104769
2021/08/22,7.086614,9.61147,42.64394,9.261161,-13.126148,1.2649648,91832
2021/08/23,5.516149,11.486184,36.216667,0.19681908,-21.545588,4.4426413,170745
2021/08/24,5.3272285,11.5026245,43.157265,-1.236166,-21.702013,4.4861264,183189
2021/08/25,6.3604155,12.655445,44.556877,0.15317073,-21.098597,4.2330203,173991
2021/08/26,5.520378,11.745729,44.858585,1.2198443,-21.352644,4.4394445,159578
2021/08/27,1.8389972,7.6204967,42.189953,1.5718418,-19.881536,4.2342596,153561
2021/08/28,2.2702856,9.341881,64.975426,7.8306537,-9.976421,0.9459241,113111
2021/08/29,4.7909093,7.249799,50.41203,8.1796875,-13.794587,1.4853333,84765
2021/08/30,1.9764706,7.6754446,31.733334,-2.9662364,-21.735422,4.825647,155719
2021/08/31,4.5341463,10.4957485,37.00335,-1.088845,-20.766188,4.747357,159291
2021/09/01,6.900491,12.412153,29.21732,0.12953876,-20.765024,4.3180814,159527
2021/09/02,8.139714,13.333552,48.369934,4.225681,-20.446526,3.55285,148295
2021/09/03,8.177365,14.064757,52.862015,10.285714,-21.770157,3.1817667,143608
2021/09/04,5.3518944,12.872845,77.69279,8.486545,-16.611517,0.48381877,102873
2021/09/05,11.738673,11.619822,80.90759,3.1161504,-18.352745,-0.25701755,93467
2021/09/06,3.871955,6.638488,80.837036,-4.919436,-67.59935,14.988992,103830
2021/09/07,4.7361703,13.159895,44.75475,-1.5468904,-19.86321,3.880729,171111
2021/09/08,4.3067074,11.5547495,42.689713,-0.8642578,-18.57189,3.7246697,159165
2021/09/09,3.490254,10.0216255,41.229866,-0.5140368,-18.222744,3.6230683,163080
2021/09/10,1.4182022,6.456064,52.1648,1.4806577,-16.181852,2.8631222,140083
2021/09/11,3.3501143,7.933949,84.92135,6.3365383,-9.004165,0.16305222,92023
2021/09/12,4.2116504,7.5404325,61.800926,7.7450333,-13.158784,1.082083,107748
2021/09/13,2.4440322,9.025624,37.252087,-0.8562934,-17.626322,3.6404243,167459
2021/09/14,3.737675,9.34658,44.67069,-3.0897436,-18.481441,3.8650444,166228
2021/09/15,7.620478,11.352242,40.927853,-0.7519455,-18.27276,3.3763735,145747
2021/09/16,6.4341636,10.063481,44.587837,1.1632653,-18.726255,3.3453038,119600
2021/09/17,3.0345788,6.304644,44.15895,2.6740599,-17.908657,2.828426,130153
2021/09/18,4.652,7.5658083,72.870316,5.59597,-11.580956,-0.049719326,110106
2021/09/19,6.113134,7.6222935,55.84258,9.815642,-15.118921,0.6205083,90685
2021/09/20,2.358385,7.685864,31.64172,-0.4861111,-17.20853,3.924623,125025
2021/09/21,2.6231003,8.055555,37.242374,-2.5478776,-16.880995,4.0940266,115473
2021/09/22,2.7509136,7.798684,31.978895,-1.8913676,-15.237545,4.068207,109101
2021/09/23,3.6851742,8.46466,41.986732,0.93126816,-15.400507,3.489796,117864
2021/09/24,2.237723,5.6602483,52.342903,2.8411934,-15.045555,2.5586908,113066
2021/09/25,4.114482,7.558635,87.214745,6.277719,-9.80204,-0.5067946,75784
2021/09/26,5.5756,7.204147,64.88732,10.459071,-13.462132,0.40386304,65493
2021/09/27,2.315399,8.19082,39.504932,-0.6200397,-14.909522,3.3721576,116026
2021/09/28,1.8690115,7.734467,39.071186,-3.1811023,-14.863291,3.5110133,132361
2021/09/29,3.8087697,8.992778,42.983334,-1.4417475,-14.546768,3.1373086,131117
2021/09/30,5.137197,9.920863,42.852158,1.5924125,-14.264376,3.1529994,113583
2021/10/01,7.130017,11.297079,46.05,4.3478684,-14.135264,2.068246,129867
2021/10/02,6.888316,10.719713,76.318886,6.198514,-10.6709795,-0.098715894,70584
2021/10/03,6.202738,8.490822,45.24,8.777162,-14.190935,1.1129744,57677
2021/10/04,3.7614906,10.7263775,27.027243,-0.9115308,-14.833881,3.540345,104677
2021/10/05,3.8243902,10.102548,34.50909,-1.8372781,-15.265173,3.686707,97581
2021/10/06,3.4671533,8.652632,36.441708,-0.672179,-14.836882,3.5582418,93323
2021/10/07,4.2513275,9.256881,41.099674,2.0484967,-15.026753,3.250138,97205
2021/10/08,2.7434468,6.4962826,41.708527,4.6847196,-15.902162,3.1454546,107369
2021/10/09,4.6578946,8.329764,70.05385,8.117709,-10.704524,-0.072173215,62021
2021/10/10,6.0506163,7.1107545,48.514286,9.471823,-14.581081,0.73327464,54703
2021/10/11,3.6202846,7.824262,35.12258,1.4939759,-22.492413,5.415497,86959
2021/10/12,2.514563,8.628423,34.39404,-0.6725838,-15.018084,3.718543,87895
2021/10/13,3.3746943,8.613562,34.226326,-0.70691335,-14.745756,3.5027442,86602
2021/10/14,4.9093065,9.1653595,39.294117,1.7304348,-14.730756,3.0500824,75396
2021/10/15,4.461926,6.489467,37.07504,3.3304265,-15.355938,2.8661773,71588
2021/10/16,5.6831512,7.752849,65.29742,7.183457,-11.197696,-0.13589129,52871
2021/10/17,7.4,7.5704,49.65676,11.139198,-14.315154,0.3526825,47842
2021/10/18,3.5921788,8.130804,31.620192,0.16285998,-14.879097,3.3759732,80328
2021/10/19,3.6295621,8.551859,38.386936,-1.5069034,-14.460036,3.2759757,79503
2021/10/20,4.385697,8.704531,36.736336,-0.106237814,-14.137694,3.0568616,73757
2021/10/21,3.752809,8.073203,33.925514,0.87258685,-14.781996,3.3498623,71543
2021/10/22,1.8130217,4.986981,32.983532,1.8713733,-14.855833,3.0747452,85149
2021/10/23,3.301315,6.5987263,54.39699,4.659979,-10.328255,0.060096152,50717
2021/10/24,2.7300258,4.703645,24.65352,6.5911603,-14.778314,1.4808207,47184
2021/10/25,0.21817058,6.610203,11.113809,-2.550149,-13.769175,4.336678,78327
2021/10/26,1.790146,7.8392158,14.867601,-3.1974459,-13.416757,4.130867,93546
2021/10/27,3.2202563,8.65,19.580746,-1.7090204,-13.239436,3.697318,75448
2021/10/28,3.8007097,9.022921,14.372932,-1.4357488,-13.439422,3.9900386,79761
2021/10/29,1.3189944,5.182324,12.668548,-1.5541706,-13.311169,3.9506524,69263
2021/10/30,3.3638444,9.533049,38.01931,-0.29245284,-11.008303,0.698553,53254
2021/10/31,4.0947437,8.897129,46.73538,2.1292443,-14.853623,0.62610227,49363
2021/11/01,2.6418374,8.46038,11.937879,-1.7024876,-14.346618,4.0022297,84456
2021/11/02,2.5270517,8.24282,14.91149,-3.4208455,-14.396022,4.368916,79063
2021/11/03,3.733659,9.984211,12.822531,-2.5237634,-13.22395,3.845774,91744
2021/11/04,2.335896,7.8104577,10.39911,-2.0740385,-13.338038,4.068508,75800
2021/11/05,1.1054688,3.853177,13.769875,-1.1033493,-12.90287,3.7998867,76590
2021/11/06,1.2026181,4.0330753,31.428377,-0.035490606,-10.17742,1.3882163,57611
2021/11/07,3.9620335,5.3590765,27.5838,2.320569,-13.8134365,1.5031,56147
2021/11/08,0.28421053,6.5437336,16.381819,-2.8736427,-12.813597,3.8364956,94274
2021/11/09,1.319394,7.2283106,17.4875,-3.1043308,-13.053926,3.8489525,89938
2021/11/10,4.045122,8.685076,17.53014,-0.6132167,-13.082761,3.398904,97614
2021/11/11,5.0918245,7.521569,13.142858,-2.105364,-23.58754,6.421317,75755
2021/11/12,-0.69727325,3.1636922,4.9451303,-2.8529131,-15.043972,5.128482,85059
2021/11/13,1.4536668,4.3735023,17.574244,-0.64748955,-10.5591345,1.8593496,63820
2021/11/14,2.080821,3.5484128,5.281579,2.2922573,-14.429672,2.1263442,59712
2021/11/15,2.082302,7.311969,0.20784883,-3.1298316,-13.397225,4.1926093,102332
2021/11/16,2.67881,8.289439,9.91271,-3.032353,-13.286645,4.0093923,97959
2021/11/17,3.1393793,9.168532,10.131818,-1.6527643,-13.023147,3.6856518,94086
2021/11/18,2.5106258,7.9914865,5.775837,-0.84474444,-13.076784,4.101826,89175
2021/11/19,-0.12451362,4.719233,2.4045699,1.6192307,-12.451767,4.359704,86244
2021/11/20,1.0590909,6.289344,15.225261,9.66525,-8.678852,1.6131387,64904
2021/11/21,2.0256574,5.9420633,6.1574802,6.6696033,-11.976733,2.0384614,60097
2021/11/22,6.365732,14.356066,0.8768116,0.13060817,-18.343386,4.9070945,102516
2021/11/23,12.595928,23.33751,8.30166,5.196,-20.135496,4.3695893,96009
2021/11/24,26.169931,48.23394,11.724191,12.523857,-31.2,4.986718,94240
2021/11/25,-69.702675,-25.437181,-0.23154847,-26.532516,-81.99365,18.416813,51846
2021/11/26,-2.9109628,-4.3103023,8.05803,-22.342619,-57.46636,14.868639,83392
2021/11/27,-7.235062,-3.5716283,6.3503184,4.56811,-19.495234,3.8562038,77573
2021/11/28,-1.7286723,-0.4873817,-2.312987,20.454649,-15.198847,2.5071685,81245
2021/11/29,0.6140567,6.0620103,-3.3045976,-0.36218905,-13.487742,4.75,135322
2021/11/30,1.5450121,7.839635,0.7756315,-1.5368731,-13.21558,4.4764805,131516
2021/12/01,4.6731706,10.863636,5.668639,-1.4316198,-12.95264,3.892485,131106
2021/12/02,2.2795253,8.097259,9.317037,-3.0631578,-13.054993,4.1314917,114537
2021/12/03,1.610179,5.3836207,10.049587,-3.368421,-11.651806,4.027857,116973
2021/12/04,2.8322875,5.877292,18.51111,-1.9717869,-6.448932,1.5371567,82892
2021/12/05,0.84753364,4.16693,0.4398977,-2.2985885,-12.041546,2.606278,78714
2021/12/06,-1.599504,5.608214,-11.977809,-6.2472906,-13.328222,5.1620865,139571
2021/12/07,0.4574018,7.4333115,-5.707914,-5.4823875,-12.203837,4.7090006,123924
2021/12/08,0.95575756,7.3755746,-5.4694166,-4.5614715,-11.506869,4.568767,116749
2021/12/09,1.4181925,7.8005233,-4.111111,-4.1056676,-10.885579,4.304945,110629
2021/12/10,-3.386829,2.8625767,-2.879265,-6.0321665,-10.8113,5.188604,113719
2021/12/11,-1.9960496,2.6937633,-3.902994,-5.2704663,-6.209205,2.4188862,89218
2021/12/12,3.1135204,5.2090263,-1.1641026,-2.8816504,-9.667477,2.0026715,93509
2021/12/13,2.5540457,8.853499,-4.9437413,-5.198623,-10.790553,4.282778,154536
2021/12/14,5.3487525,11.227095,1.2735294,-4.219921,-11.286543,4.084615,153582
2021/12/15,8.042461,14.16524,-0.67919075,-3.2357488,-11.765919,3.904632,154613
2021/12/16,7.600833,12.46174,1.2688478,-0.8027079,-12.289855,3.9703133,158497
2021/12/17,2.7286909,7.0882716,2.4867022,0.7219559,-11.99114,4.501703,173229
2021/12/18,1.961061,8.364923,-7.0933013,6.754757,-7.097584,1.7112904,147323
2021/12/19,6.527529,7.338876,-9.295597,5.9052863,-10.033998,1.6862222,151764
2021/12/20,12.629213,16.82994,-4.5401974,-0.461,-20.064411,5.540056,274964
2021/12/21,14.385512,20.357002,-2.1797101,0.116716124,-21.480936,6.013866,289744
2021/12/22,19.99504,27.859127,1.7955883,2.1743844,-24.826399,5.813326,309434
2021/12/23,28.482296,45.133957,5.839827,-0.41489363,-37.246094,7.78404,319568
